Text	Start Time (s)	duration	label
pressure comes back towards Les the	4640.56	4.76	0
trail is now spots cow who goes for	4642.6	5.24	1
another fall line the long range	4645.32	6.48	1
connect takes down take down	4647.84	6.92	1
Z there is that bait allowing last to	4651.8	4.839	1
just swing out from the back of the map	4654.76	3.36	1
beautifully done for the crossfire set	4656.64	3.241	0
up for loud he was looking pretty good	4658.12	4.2	1
for C so far but somehow theoric play	4659.88	6.799	1
comes out 2v2 30 Q's only with pistols	4662.32	6.64	1
app PL for heaven both players still	4666.68	5.121	1
falling back in the back of the a site	4668.96	5.64	1
two flashes still available for still a	4671.8	4.72	1
pretty good position now for the attack	4674.6	4.2	1
pulse plant what a second round are they	4676.52	4.24	0
really going to steal this	4678.8	5.8	1
away not at this point no only just	4680.76	5.36	1
paranoia though might have an	4684.6	3.44	0
opportunity to isolate one but it's a	4686.12	3.64	0
double swing right after nice little	4688.04	3.72	1
bait here allowing to get the killing at	4689.76	4.52	1
least stopped the pressure that loud was	4691.76	4.36	1
almost converting there	4694.28	5.6	0
ony that got sketchy and Sentinels buys	4696.12	5.24	1
will still be pretty sketchy coming into	4699.88	4.0	1
this round due those frags from loud	4701.36	4.52	1
but it loud needs to start securing the	4703.88	4.92	1
rounds they're not really even able to	4705.88	5.6	1
cycle ALS like we see Sentinels doing on	4708.8	5.52	1
their round so the advantages aren't	4711.48	5.759	1
also coming from those factors it is	4714.32	4.8	1
just tough for loud to find a way in	4717.24	6.321	1
this gun round however could start that	4719.12	6.48	1
momentum I think it was ding all the	4723.56	3.72	1
games that Grandma Zin was talking about	4725.6	4.68	1
here the next second yeah I mean he was	4727.28	4.6	1
doing jump M before this too just	4730.28	2.64	1
getting the vibe getting his move	4731.88	3.52	1
movement down we know Z's movement is	4732.92	4.44	1
one of the Prime things he's known for	4735.4	5.04	1
so always doing that here he goes no	4737.36	7.279	1
satchels behind the The Flash though Zen	4740.44	5.64	1
couldn't get that kill but there is that	4744.64	4.841	1
sedak judge avoids it you saw the stun	4746.08	4.8	0
turning back so it's a fake to turn	4749.48	2.759	1
around and actually stun him to get the	4750.88	4.04	1
kill beautifully done by Sentinels two	4752.24	4.881	1
now out in the open second as across	4754.92	5.239	0
with his own judge opening up the Beast	4757.12	5.16	1
site a plant for main TS on the boxes	4760.16	4.281	1
looking towards to spawn there's only	4762.28	5.0	1
last so far as his other	4764.44	4.719	1
teammates feels like they're leaving him	4767.28	4.12	1
for dead there is still holding towards	4769.16	5.321	1
middle and a as T picks up the kill it's	4771.4	5.0	1
an absolute master class right now from	4774.48	4.4	0
Sentinels across these two maps looking	4776.4	4.36	0
they the way they took male let's just	4778.88	3.64	1
think about that the Trailblazer goes	4780.76	3.879	1
through and you think it's a vandal that	4782.52	4.04	1
would verse a judge but no T gets a	4784.64	3.481	1
guardian kill on the judge that's	4786.56	3.96	1
waiting that did not even get stunned	4788.12	5.599	1
like that is crazy the things you think	4790.52	5.6	1
should fall to the Wayside for Sen are	4793.72	4.52	1
going in their favor cuz they're all	4796.12	3.88	1
behind each other on these calls and	4798.24	3.92	1
they are making it work as a team an	4800.0	4.199	1
incredible team coming into the season	4802.16	4.601	1
important kills to save now for qck and	4804.2	5.201	1
gaad Zine where John CU is moving	4806.76	4.52	1
forward with his teammates putting the	4809.4	3.319	1
camera up spawning that raise and	4811.28	2.76	1
there's that pinch from the other side	4812.72	5.0	1
too at towards the ropes one to fall the	4814.04	5.48	1
second one stays alive so at least they	4817.72	3.201	1
kept the stronger weapon alive that's	4819.52	4.04	1
qck the dualist with the bandal	4820.92	3.92	1
but it's still map point though	4823.56	4.72	1
nonetheless for Sentinels map point with	4824.84	6.72	1
ice box in the mix	4828.28	7.6	1
next see this play once again just after	4831.56	7.079	1
talking about how Z is Vibe and his	4835.88	5.72	1
feeling it he gets a nice jumping drift	4838.64	4.761	1
in there into B site to open it up with	4841.6	4.16	1
the judge they have so many options so	4843.4	3.96	1
many variables I don't think we've	4845.76	4.0	1
really seen the same round from sen here	4847.36	4.799	1
on attack as they've been moving from	4849.76	5.479	1
that N9 three-core	4852.16	3.08	1
line hoping to get something done here	4855.48	5.4	1
with that Vandal from qck the force by	4857.72	4.801	1
of course coming through for loud so the	4860.88	3.4	1
two strongest weapons is two vandals to	4862.52	4.6	1
work with but it's spread thin here on	4864.28	3.6	1
the	4867.12	4.64	1
defense thin also on utility with 115	4867.88	6.04	1
left on the clock there's no paranoia	4871.76	5.12	1
only one flash left from sadak	4873.92	4.319	1
thankfully Kine is still there to	4876.88	3.04	1
support towards the a side with his own	4878.24	3.92	1
flashes and breach utility so all	4879.92	3.4	0
they're trying to right now on the	4882.16	3.361	0
inside is trying to delay with that util	4883.32	3.6	0
go for the crossfire set up on the top	4885.52	2.119	0
of	4886.92	3.759	1
mid it makes sense I mean use your fault	4887.64	4.321	1
line to get it back create an	4890.68	2.681	1
opportunity with it the first time they	4891.96	3.759	0
try to get a quick peek towards mid so	4893.36	4.52	0
Cowen Zen relying on that to be back and	4895.72	3.841	0
probably timing it just right that	4897.88	3.56	0
they'll have this a hold as they get	4899.56	3.88	1
over to the right side of the map it is	4901.44	3.6	1
going to be the lurk from Sassi this	4903.44	4.04	1
vent lurk again we keep seeing in the 14	4905.04	5.679	1
and it becomes such a big Kingpin for	4907.48	7.12	0
the round sassy fakes towards B main	4910.72	5.52	1
Seekers are out and they're going to	4914.6	3.72	1
start moving here 30 seconds left there	4916.24	5.0	0
it is oh absolutely ridiculous they're	4918.32	5.44	0
So Far Behind Enemy Lines loud doesn't	4921.24	4.601	0
even know just because of that pick that	4923.76	3.879	0
allows that pick to happen for a second	4925.84	4.28	0
on the as one was falling back now	4927.64	4.6	0
players are falling down towards the a	4930.12	5.28	0
side Cen alone Guardian cannot hold	4932.24	5.361	0
cannot hold the doors 10 seconds left	4935.4	5.36	0
there only one left two East B sight	4937.6	5.32	0
Guardian as well no flash as we	4940.76	4.6	0
mentioned Sentinels a full roster on the	4942.92	5.16	0
post plant it's looking like a done deal	4945.36	5.04	0
he's even walking the whole time they	4948.08	5.92	0
respected SEL so much on these lurks on	4950.4	6.839	1
these off these pul	4954.0	3.239	1
plants just going to probably look	4957.72	6.041	1
to Pat some stats up here there's that	4960.64	4.361	0
first	4963.76	4.84	0
one 10 low	4965.0	3.6	1
HP and there is that swing out finally	4969.32	8.16	1
getting the last pick sendal are one map	4973.0	7.679	1
away of winning the kickoff here in	4977.48	5.199	1
Americas some power they're looking to	4980.68	4.52	1
clear people in two shots so you expect	4982.68	5.921	1
those sheriffs to stay close hip to	4985.2	5.52	0
hip push up towards B they're going to	4988.6	4.24	1
get tens off of the site right	4990.72	4.96	0
away it's not only Sheriff but also a	4992.84	4.68	0
lot of ghosts	4995.68	3.881	0
now basically it's going to become a	4997.52	5.08	1
brawl oh he stays fundamentals and trade	4999.56	6.079	1
stay over all of them are bled t with	5002.6	6.079	1
three kills in the round last one to go	5005.64	5.52	1
finally denied by twois but he's all	5008.68	5.96	1
alone and second again the twinsies come	5011.16	5.761	1
out to work and the last thing loud	5014.64	4.08	1
wanted to see is a pistol round like	5016.92	3.64	1
that on map three from	5018.72	5.681	1
Sentinels absolutely incredible Outlaw	5020.56	8.24	1
coming in as well holy crap if tens felt	5024.4	6.279	1
like he was online in the other games	5028.8	4.56	1
this one just got turned turn on line as	5030.68	4.881	1
well how does he find these timings	5033.36	4.879	1
remember the last time with an op in the	5035.56	5.119	1
Smoke getting some kills on split shorty	5038.24	4.121	1
coming through this time getting a	5040.68	3.601	1
perfect timing for this flash to Blind	5042.36	4.08	1
everybody down on Lou side and get a	5044.28	3.64	1
three piece of his	5046.44	3.96	1
own he's going to be a force to be	5047.92	4.16	1
reckoned with right now on this	5050.4	4.0	1
map loud trying to change the pace	5052.08	4.88	1
aggressive now towards the aide sassy	5054.4	5.04	1
Falls quick pipe shot you see both of	5056.96	4.6	1
the walls over towards B quickly going	5059.44	3.84	1
up they're going to hit towards a so	5061.56	3.88	1
they try to draw attention and qck is	5063.28	3.52	1
going to pick another one up as second	5065.44	3.799	1
answers back yeah but then we have that	5066.8	4.439	0
ads from kaen picking up the Bulldog	5069.24	4.361	0
that was left behind Z and Falls so the	5071.24	4.201	0
outlaw will not be able to get picked up	5073.6	4.48	1
yet to allow these Pawn shots to happen	5075.44	4.679	1
you definitely do see L here one shot AV	5078.08	3.76	1
anything here with the outlaw or also	5080.12	3.841	1
just spamming with these rifles the	5081.84	6.52	1
submachine guns the Spectre to get the	5083.96	6.96	1
kill but after that first initial push	5088.36	5.319	1
coming out from John cue L seems to be	5090.92	4.199	1
in a very good position to hold this	5093.68	3.48	1
post	5095.12	6.12	1
plant slow push in back control the site	5097.16	5.361	0
they just trade whatever they're	5101.24	3.801	1
defending right now so loud can fire all	5102.52	5.159	1
the way in okay nice shot pushing	5105.04	4.599	1
forward to two versus one it's up to	5107.68	3.801	1
twois alone once again and that wall is	5109.64	3.08	1
going to be annoyed deal he gets the	5111.48	3.36	1
first kill s is trying to stick it but	5112.72	4.44	1
two is gets the pick the r b clutcher	5114.84	4.52	1
tie up the game early on ice box and	5117.16	5.681	1
Loud Comes Alive much earlier in this	5119.36	5.6	1
game it has to feel good for them to	5122.84	4.44	1
find ground right now the first two maps	5124.96	6.36	1
went 40 5 before loud answered back not	5127.28	4.839	1
this	5131.32	2.839	1
time we're going to see him a little bit	5132.12	3.801	1
more hungry here as we get into round	5134.16	4.601	1
three after this replay loud feeling	5135.92	7.0	1
good after the second round by to win	5138.76	6.84	1
after losing	5142.92	2.68	0
pistol still Smiles still vibing can	5146.4	6.96	1
never count loud out Cascade for forward	5149.8	5.28	1
still working this wall on to B but now	5153.36	3.279	1
they have Harbor's wall to take towards	5155.08	3.76	1
a as qck another first kill of the round	5156.64	4.401	1
time for SEL to push out quick and that	5158.84	5.0	1
Cask was annoying to deal with at least	5161.04	3.92	1
they got the kill out of that for	5163.84	2.799	1
Sentinels with the low bu that they have	5164.96	5.759	0
whole Classics actually just utility	5166.64	6.401	0
yeah really the plan was trying to get	5170.72	4.601	0
tens with orb a death allows for him to	5173.04	4.96	0
get the KO alt in the next round for	5175.32	5.04	1
loud it's a reset using utility now to	5178.0	5.08	1
clear towards the a site he throwing up	5180.36	4.56	1
a swing through the Viper wall beautiful	5183.08	4.4	1
Kill from c z Onin and once again	5184.92	5.16	1
nullifying the surprise attacks that SEL	5187.48	5.08	1
are trying to do little bit of Pop shots	5190.08	5.68	1
andly two gets the pick up the El's this	5192.56	5.36	1
lucking clean right now for loud's	5195.76	4.12	1
conversion off the Thrifty that they	5197.92	6.239	1
just got on round number two clean cut	5199.88	7.52	1
clear they take a sight they take down	5204.16	4.681	1
Sentinels for another round like you	5207.4	3.6	1
said Sentinels buying Classics seeing	5208.84	4.319	0
that a lot more from Team teams able to	5211.0	4.36	1
fill up the utility and it actually	5213.16	3.761	1
feels good because if you do go down	5215.36	3.24	1
with your classic you have utility	5216.92	4.12	0
coming into this round now so just get	5218.6	4.0	1
the dip into the pocket a little bit and	5221.04	2.92	1
you already have what you need to be	5222.6	3.32	1
throwing at your	5223.96	4.84	1
opponent utility and weapons for sure	5225.92	4.4	0
right right operator's going to be	5228.8	3.439	1
coming online here as we see Zack	5230.32	4.76	1
spending a little bit more still quite a	5232.24	5.841	1
few away from the ultimate on orbs so	5235.08	4.92	1
this op hopefully coming into play for	5238.08	4.72	1
them let see once loud figures out that	5240.0	4.639	1
might change their tune coming into this	5242.8	3.879	1
round but they are going to go for this	5244.64	4.441	1
pressure quickly on to Long be here D	5246.68	4.96	0
Miss so it allows John potentially get a	5249.08	4.559	1
